X;Y;osm_id;name;operator;accepts_bottle;indoor;offers_cold_water;offers_warm_water;offers_hot_water;fee;description;com_insee;com_nom
2.3002794;48.8409160997318;node/913173019;;JCDecaux;;;;;;no;;75056;Paris
2.2145144;48.8709149997243;node/917085496;;;;;;;;;;92073;Suresnes
2.336121;48.8243821997359;node/918203755;Fontaine Wallace;;;;;;;;;75056;Paris
2.3994933;48.8649221997258;node/918203759;Fontaine Wallace;;;;;;;;;75056;Paris
2.3179364;48.8298114997345;node/918203765;Petite Fontaine Wallace;;;;;;;;;75056;Paris
2.3146196;48.8516642997291;node/918203774;Fontaine Wallace;;;;;;;;;75056;Paris
2.3774261;48.8677871997251;node/918203814;Fontaine Wallace;;;;;;;;;75056;Paris
2.2521211;48.8782808997225;node/918203824;;;;;;;;;;92051;Neuilly-sur-Seine
2.4236251;48.8363766997329;node/918203885;;;;;;;;;;75056;Paris
2.4201091;48.8295070997346;node/918203887;;;;;;;;;;75056;Paris
2.433607;48.8212232997367;node/918203894;;;;;;;;;;75056;Paris
2.344312;48.9006879997169;node/918203913;Fontaine Wallace;;;;;;;;;75056;Paris
2.4235111;48.8293978997346;node/918203940;;;;;;;;;;75056;Paris
2.3139931;48.8384856997324;node/918203970;;;;;;;;;;75056;Paris
2.343344;48.8880789997201;node/918203975;;;;;;;;;;75056;Paris
2.312882;48.8488719997298;node/918204017;;;;;;;;;;75056;Paris
2.3974038;48.8817157997216;node/918204029;;;;;;;;;;75056;Paris
2.3321583;48.8345716997333;node/918204041;Fontaine Wallace;;;;;;;;;75056;Paris
2.4215578;48.8430905997312;node/918204067;;;;;;;;;;75056;Paris
2.2649414;48.8630653997263;node/918204073;;;;;;;;;;75056;Paris
2.2620126;48.8635020997262;node/918204097;;;;;;;;;;75056;Paris
2.372304;48.860069699727;node/918204103;;;;;;;;;;75056;Paris
2.3139;48.896380999718;node/918204120;;;;;;;;;;75056;Paris
2.396938;48.8322989997339;node/918204130;;;;;;;;;;75056;Paris
2.338882;48.8893939997197;node/918204180;;;;;;;;;;75056;Paris
2.321046;48.8954559997183;node/918204210;;;;;;;;;;75056;Paris
2.255409;48.8779357997226;node/918204236;;;;;;;;;;92051;Neuilly-sur-Seine
2.3767709;48.855996899728;node/918204266;;;;;;;;;;75056;Paris
2.3533441;48.823936399736;node/918204281;;;;;;;;;;75056;Paris
2.4109263;48.8315644997341;node/918204296;;;;;;;;;;75056;Paris
2.4129893;48.8312209997342;node/918204312;;;;;;;;;;75056;Paris
2.2709545;48.8531544997287;node/918204325;;;;;;;;;;75056;Paris
2.312884;48.8311369997342;node/918204331;;;;;;;;;;75056;Paris
2.3891327;48.856101899728;node/918204339;;Eau de Paris;yes;;;;;;;75056;Paris
2.29813;48.8898959997196;node/918204344;;;;;;;;;;75056;Paris
2.305863;48.8871959997203;node/918204363;;;;;;;;;;75056;Paris
2.374298;48.9000018997171;node/918204380;;;;;;;;;;75056;Paris
2.3944659;48.8549930997283;node/918204389;;;;;;;;;;75056;Paris
2.268959;48.8459399997305;node/918204393;;;;;;;;;;75056;Paris
2.3538145;48.8269145997352;node/918204411;;;;;;;;;;75056;Paris
2.3888122;48.8424550997314;node/918204417;;;;;;;;;;75056;Paris
2.3276786;48.8856450997207;node/918204429;;;;;;;;;;75056;Paris
2.2904585;48.839848899732;node/918204450;;;;;;;;;;75056;Paris
2.4088082;48.8525987997289;node/918204468;;;;;;;;;;75056;Paris
2.273128;48.8691889997247;node/918204473;;;;;;;;;;75056;Paris
2.3780517;48.8316176997341;node/918204480;Fontaine Wallace;;;;;;;;;75056;Paris
2.3739136;48.8898368997196;node/918204483;;;;;;;;;;75056;Paris
2.359204;48.8307589997343;node/918204491;;;;;;;;;;75056;Paris
2.381535;48.8526669997288;node/918204501;;;;;;;;;;75056;Paris
2.3568688;48.8210196997367;node/918204522;;;;;;;;;;75056;Paris
2.2947243;48.852164499729;node/918204531;;;;;;;;;;75056;Paris
2.3643279;48.8951023997183;node/918204544;;;;;;;;;;75056;Paris
2.3067253;48.8288726997347;node/918204575;;;;;;;;;;75056;Paris
2.2479003;48.8528190997288;node/918204611;;;;;;;;;;75056;Paris
2.3624104;48.8745891997234;node/918204634;;;;;;;;;;75056;Paris
2.3853281;48.8590554997273;node/918204646;Fontaine Wallace;;;;;;;;;75056;Paris
2.272157;48.8510179997293;node/918204653;;;;;;;;;;75056;Paris
2.3180223;48.8909944997193;node/918204671;;;;;;;;;;75056;Paris
2.247541;48.8581769997275;node/918204683;;;;;;;;;;75056;Paris
2.384276;48.8708509997243;node/918204692;;;;;;;;;;75056;Paris
2.2829946;48.8553946997282;node/918204699;;;;;;;;;;75056;Paris
2.449976;48.8304599997344;node/918204730;;;;;;;;;;75056;Paris
2.354505;48.8185771997373;node/918204748;;;;;;;;;;75056;Paris
2.309089;48.8789679997223;node/918204754;;;;;;;;;;75056;Paris
2.34078;48.8221639997364;node/918204758;;;;;;;;;;75056;Paris
2.3437;48.8861909997205;node/918204782;;;;;;;;;;75056;Paris
2.3483008;48.8229961997362;node/918204792;;;;;;;;;;75056;Paris
2.2703461;48.8782184997225;node/918204815;;;;;;;;;;75056;Paris
2.4052002;48.8649131997258;node/918204829;Fontaine Wallace;;;;;;;;;75056;Paris
2.3608619;48.8711655997243;node/918204836;Fontaine Wallace;;;;;;;;Fontaine Wallace;75056;Paris
2.3860944;48.8683391997249;node/918204839;Fontaine Wallace;;;;;;;;;75056;Paris
2.2527583;48.851895399729;node/918204854;;;;;;;;;;75056;Paris
2.3527518;48.8213531997366;node/918204881;;;;;;;;;;75056;Paris
2.289905;48.8876609997202;node/918204890;;;;;;;;;;75056;Paris
2.401181;48.8412049997317;node/918204902;;;;;;;;;;75056;Paris
2.361106;48.8957084997182;node/918204911;;;;;;;;;;75056;Paris
2.4189438;48.8281115997349;node/918204930;;;;;;;;;;75056;Paris
2.4612534;48.8341055997335;node/918204941;;;;;;;;;;75056;Paris
2.2541524;48.852111499729;node/918204960;;;;;;;;;;75056;Paris
2.4160891;48.831975999734;node/918204981;;;;;;;;;;75056;Paris
2.4156461;48.8322536997339;node/918204986;;;;;;;;;;75056;Paris
2.2651653;48.8736559997237;node/918204990;;;;;;;;;;75056;Paris
2.4606113;48.8385500997324;node/918204999;;;;;;;;;;75056;Paris
2.4396773;48.823749599736;node/918205008;;;;;;;;;;75056;Paris
2.4570355;48.8234380997361;node/918205016;;;;;;;;;;75056;Paris
2.4501255;48.8302709997344;node/918205034;;;;;;;;;;75056;Paris
2.430654;48.8272305997352;node/918205059;;;;;;;;;;75056;Paris
2.4295234;48.8308744997343;node/918205064;;;;;;;;;;75056;Paris
2.4302364;48.8404326997319;node/918205066;;;;;;;;;;75056;Paris
2.2399845;48.8670445997253;node/918205075;;;;;;;;;;75056;Paris
2.2291849;48.8589308997273;node/918205085;;;;;;;;;;75056;Paris
2.2629205;48.868359399725;node/918205104;;;;;;;;;;75056;Paris
2.4507573;48.8351338997332;node/918205116;;;;;;;;;;75056;Paris
2.4556165;48.8355660997331;node/918205134;;;;;;;;;;75056;Paris
2.4256131;48.8270279997352;node/918205173;;;;;;;;;;75056;Paris
2.3854632;48.8523055997289;node/918205187;;;;;;;;;;75056;Paris
2.3749089;48.8827362997214;node/918205193;Fontaine Wallace;;;;;;;;;75056;Paris
2.3911518;48.8649923997258;node/918205199;Fontaine Wallace;;;;;;;;;75056;Paris
2.3694723;48.8283305997349;node/918205220;Fontaine Wallace;;;;;;;;;75056;Paris
2.33825;48.8890669997198;node/918205232;;;;;;;;;;75056;Paris
2.3858815;48.8714252997242;node/918205241;Fontaine Wallace;;;;;;;;;75056;Paris
2.3549455;48.8756263997232;node/918205257;;;;;;;;;;75056;Paris
2.3202088;48.8316593997341;node/918205260;;;;;;;;;;75056;Paris
2.351598;48.8940099997186;node/918205277;;;;;;;;;;75056;Paris
2.3453784;48.8516776997291;node/918205284;;;;;;;;;;75056;Paris
2.4048517;48.8606259997269;node/918205292;;;;;;;;;;75056;Paris
2.3755099;48.8221233997364;node/918205298;;;;;;;;;;75056;Paris
2.3598169;48.8501843997295;node/918205307;;;;;;;;;;75056;Paris
2.3300482;48.8832241997213;node/918205316;;;;;;;;;;75056;Paris
2.313403;48.8543339997284;node/918205319;;;;;;;;;;75056;Paris
2.3024818;48.84798209973;node/918205326;;;;;;;;;;75056;Paris
2.3319435;48.8920879997191;node/918205335;;;;;;;;;;75056;Paris
2.3518796;48.8783391997225;node/918205344;;;;;;;;;;75056;Paris
2.3467774;48.8929657997188;node/918205371;;;;;;;;;;75056;Paris
2.3254068;48.832029099734;node/918205375;Fontaine Wallace;;;;;;;;;75056;Paris
2.390716;48.9001409997171;node/918205393;;;;;;;;;;75056;Paris
2.293632;48.8285389997348;node/918205400;Fontaine Wallace;;;;;;;;;75056;Paris
2.4063523;48.8581730997275;node/918205405;;;;;;;;;;75056;Paris
2.3168387;48.8878069997201;node/918205440;;;;;;;;;;75056;Paris
2.394199;48.8701719997245;node/918205450;;;;;;;;;;75056;Paris
2.3693389;48.8252924997357;node/918205460;;;;;;;;;;75056;Paris
2.3235929;48.8528532997288;node/918205471;;;;;;;;;;75056;Paris
2.3217527;48.8311304997342;node/918205514;;;;;;;;;;75056;Paris
2.297561;48.8281909997349;node/918205518;;;;;;;;;;75056;Paris
2.4066403;48.876071299723;node/918205525;;;;no;;;;;;75056;Paris
2.2945788;48.8646711997259;node/918205532;;;;;;;;;;75056;Paris
2.3234656;48.8224114997364;node/918205543;;Eau de Paris;;;;;;;;75056;Paris
2.3999611;48.8661942997255;node/918205577;;;;;;;;;;75056;Paris
2.3266258;48.8323837997339;node/918205618;;;;;;;;;;75056;Paris
2.316531;48.8302049997344;node/918205622;;;;;;;;;;75056;Paris
2.3627922;48.8578984997275;node/918205630;;;;;;;;;;75056;Paris
2.3623631;48.8338683997335;node/918205637;;;;;;;;;;75056;Paris
2.3602335;48.8186718997373;node/918205642;;;;;;;;;;75056;Paris
2.274942;48.8512389997292;node/918205656;;;;;;;;;;75056;Paris
2.2803882;48.8387061997323;node/918205676;;;;;;;;;;75056;Paris
2.385239;48.8435249997311;node/918205685;;;;;;;;;;75056;Paris
2.3186264;48.823982199736;node/918205693;;;;;;;;;;75056;Paris
2.3583714;48.8847494997209;node/918205702;;;;;;;;;;75056;Paris
2.3045308;48.8268396997353;node/918205712;;;;;;;;;;75056;Paris
2.3881338;48.8689396997248;node/918205722;Petite Fontaine Wallace;Eau de Paris;yes;;;;;;;75056;Paris
2.339344;48.8927719997189;node/918205731;;;;;;;;;;75056;Paris
2.3636013;48.8582468997275;node/918205732;;;;;;;;;;75056;Paris
2.3599665;48.8847393997209;node/918205735;;;;;;;;;;75056;Paris
2.326718;48.8708649997243;node/918205740;;;;;;;;;;75056;Paris
2.37745;48.8851069997208;node/918205743;;;;;;;;;;75056;Paris
2.3199403;48.8759176997231;node/918205747;;;;;;;;;;75056;Paris
2.338676;48.8985919997175;node/918205754;;;;;;;;;;75056;Paris
2.3632369;48.8411681997317;node/918205759;Petite Fontaine Wallace;;;;;;;;;75056;Paris
2.347158;48.8766519997229;node/918205769;;;;;;;;;;75056;Paris
2.335261;48.8973939997178;node/918205774;;;;;;;;;;75056;Paris
2.3273991;48.8432898997312;node/918205784;;;;;;;;;;75056;Paris
2.3531067;48.8862342997205;node/918205791;;;;;;;;;;75056;Paris
2.308036;48.8892959997198;node/918205811;;;;;;;;;;75056;Paris
2.3632365;48.8937262997187;node/918205813;;;;;;;;;;75056;Paris
2.297444;48.8295129997346;node/918205818;;;;;;;;;;75056;Paris
2.3140947;48.8505318997294;node/918205822;;;;;;;;;;75056;Paris
2.2953873;48.8512350997292;node/918205832;;;;;;;;;;75056;Paris
2.374969;48.8867772997204;node/918205839;;Eau de Paris;;;;;;;;75056;Paris
2.3815373;48.851958499729;node/918205842;;;;;;;;;;75056;Paris
2.3763465;48.8736309997237;node/918205850;;;;;;;;;;75056;Paris
2.404754;48.8486811997298;node/918205857;;;;;;;;;;75056;Paris
2.359077;48.8186726997373;node/918205869;;;;;;;;;;75056;Paris
2.3539722;48.8422354997314;node/918205877;;;;;;;;;;75056;Paris
2.290684;48.8829639997213;node/918205878;;;;;;;;;;75056;Paris
2.3367035;48.8865139997205;node/918205885;;;;;;;;;;75056;Paris
2.367143;48.8997979997172;node/918205887;;;;;;;;;;75056;Paris
2.3839514;48.8940028997186;node/918205895;;;;;;;;;;75056;Paris
2.4000959;48.8509162997293;node/918205898;;;;;;;;;;75056;Paris
2.334397;48.8990939997173;node/918205914;;;;;;;;;;75056;Paris
2.411666;48.8737599997236;node/918205922;;;;;;;;;;75056;Paris
2.4114554;48.8609241997268;node/918205930;;;;;;;;;;75056;Paris
2.3962458;48.8733093997237;node/918205938;;;;;;;;;;75056;Paris
2.337334;48.8991979997173;node/918205942;;;;;;;;;;75056;Paris
2.2978655;48.839978999732;node/918205954;;;;;;;;;;75056;Paris
2.4219004;48.8394055997321;node/918205971;;;;;;;;;;75056;Paris
2.4034753;48.8491124997297;node/918205982;;;;;;;;;;75056;Paris
2.4104986;48.8650340997258;node/918205987;;;;;;;;;;75056;Paris
2.349464;48.8939969997186;node/918205990;;;;;;;;;;75056;Paris
2.3317425;48.8765789997229;node/918205996;;;;;;;;;;75056;Paris
2.3709415;48.8570555997278;node/918205998;;;;;;;;;;75056;Paris
2.3561753;48.8861354997206;node/918206004;;;;;;;;;;75056;Paris
2.3875639;48.8446042997309;node/918206020;;;;;;;;;;75056;Paris
2.337258;48.88857599972;node/918206033;;;;;;;;;;75056;Paris
2.2894316;48.8438119997311;node/918206047;;;;;;;;;;75056;Paris
2.3740028;48.84817409973;node/918206079;Fontaine Wallace;;;;;;;;;75056;Paris
2.4013975;48.8541915997285;node/918206085;;;;;;;;;;75056;Paris
2.4005894;48.8477458997301;node/918744291;;;;;;;;;;75056;Paris
2.3004225;48.840143999732;node/918835144;;;;;;;;;;75056;Paris
2.3700245;48.8315397997341;node/928297362;;;;;;;;;;75056;Paris
2.2937862;48.868281499725;node/931732572;;;;;;;;;;75056;Paris
2.2863844;48.8621545997265;node/932340033;;JCDecaux;;;;;;no;;75056;Paris
2.323475;48.8377714997325;node/956826458;;;;;;;;;;75056;Paris
2.2274951;48.8705529997244;node/959403579;Fontaine Wallace;;;;;;;;;92073;Suresnes
2.3123108;48.8134424997386;node/968487287;;;;;;;;;;92049;Montrouge
2.3117259;48.8136052997385;node/968489773;;;;no;;;;;;92049;Montrouge
2.3803627;48.8451288997307;node/972320413;Fontaine Wallace;;;;;;;;;75056;Paris
2.3551124;48.8437211997311;node/977195075;Fontaine Wallace Applique;Eau de Paris;yes;;;;;;;75056;Paris
2.3302939;48.8436873997311;node/995276800;Fontaine Wallace;Eau de Paris;;;;;;;;75056;Paris
2.38785989998625;48.8416191747357;way/109386362;;Ville de Paris;;;;;;no;;75056;Paris
2.18925466666667;48.825808815843;way/129455399;;;;;;;;;;92077;Ville-d'Avray
2.40051906092172;48.8740178892108;way/188443104;Réservoir de Belleville;;;;;;;;;75056;Paris
2.30565050918917;48.8279456839323;way/197717521;;JCDecaux;;;;;;no;;75056;Paris
2.35207475421007;48.8431237242849;way/288880389;;JCDecaux;;;;;;no;;75056;Paris
2.40615439012293;48.8708213608966;way/29280785;Réservoir de Ménilmontant;;;;;;;;;75056;Paris
2.38276979741546;48.8389080083692;way/479520399;;;;room;;;;yes;;75056;Paris
2.40496883764989;48.8791201266134;way/63237122;Réservoir des Lilas;;;;;;;;;75056;Paris
2.37218430710127;48.86208865101;way/63647256;Fontaine Wallace;;;;;;;;;75056;Paris
2.31353327195032;48.820810050002;way/669571369;;;;;;;;;;92049;Montrouge
2.44371180056268;48.794934783151;way/758374957;;;;;;;;;Women's toilets;94028;Créteil
2.44370952673623;48.7949576656549;way/758374958;;;;;;;;;;94028;Créteil
2.44371333898995;48.7949357931983;way/758377296;;;;;;;;;Men's toilets;94028;Créteil
2.44370918002001;48.7949580593827;way/758377297;;;;;;;;;Women's toilets;94028;Créteil
2.32408163019357;48.7784635277219;way/78643861;;;;;;;;;;92014;Bourg-la-Reine
2.30633167739132;48.8392359232168;way/80236016;;;;;;;;no;;75056;Paris
2.28883740916826;48.8085360371343;way/87388427;;;;;;;;no;;92020;Châtillon
